rs1036819,798,914,0.727611940000000,0.180348259000000,0.092039801000000,0.789130435000000,0.194565217000000,0.016304348000000
rs9576827,791,916,0.801756587000000,0.126725220000000,0.071518193000000,0.865509761000000,0.125813449000000,0.008676790000000
rs2075650,801,915,0.848822800000000,0.147459727000000,0.003717472000000,0.735070575000000,0.237785016000000,0.027144408000000
rs1455311,796,916,0.660847880000000,0.240648379000000,0.098503741000000,0.731019523000000,0.240780911000000,0.028199566000000
rs10880908,763,881,0.321196359000000,0.514954486000000,0.163849155000000,0.278466742000000,0.437429538000000,0.284103720000000
rs1436013,716,902,0.770083102000000,0.195290859000000,0.034626039000000,0.637665198000000,0.316079295000000,0.046255507000000
rs1003533,734,887,0.058108108000000,0.397297297000000,0.544594595000000,0.044792833000000,0.270996641000000,0.684210526000000
rs10521157,722,907,0.043956044000000,0.287087912000000,0.668956044000000,0.051478642000000,0.414019715000000,0.534501643000000
rs10924270,750,901,0.197089947000000,0.566137566000000,0.236772487000000,0.313120176000000,0.488423374000000,0.198456450000000
rs508001,760,912,0.843342037000000,0.135770235000000,0.020887728000000,0.739651416000000,0.242919390000000,0.017429194000000
rs2219078,726,904,0.035519126000000,0.224043716000000,0.740437158000000,0.050549451000000,0.332967033000000,0.616483516000000
rs8093550,736,911,0.916442049000000,0.078167116000000,0.005390836000000,0.833151581000000,0.163576881000000,0.003271538000000
rs7930940,728,821,0.058583106000000,0.509536785000000,0.431880109000000,0.136638452000000,0.446191052000000,0.417170496000000
rs4129933,713,888,0.133518776000000,0.554937413000000,0.311543811000000,0.236017897000000,0.494407159000000,0.269574944000000
rs4815617,714,869,0.019444444000000,0.069444444000000,0.911111111000000,0.011428571000000,0.153142857000000,0.835428571000000
rs579327,714,901,0.038888889000000,0.165277778000000,0.795833333000000,0.026460860000000,0.278941566000000,0.694597574000000
rs12896790,728,889,0.888283379000000,0.098092643000000,0.013623978000000,0.794413408000000,0.193296089000000,0.012290503000000
rs2462692,790,910,0.043969849000000,0.123115578000000,0.832914573000000,0.007641921000000,0.120087336000000,0.872270742000000
rs806606,733,797,0.051420839000000,0.364005413000000,0.584573748000000,0.053549191000000,0.235367372000000,0.711083437000000
rs4916176,746,905,0.860372340000000,0.128989362000000,0.010638298000000,0.768386389000000,0.205268935000000,0.026344676000000
rs10106137,731,886,0.013568521000000,0.065128901000000,0.921302578000000,0.014573991000000,0.144618834000000,0.840807175000000
rs3133926,711,904,0.701534170000000,0.230125523000000,0.068340307000000,0.595604396000000,0.353846154000000,0.050549451000000
rs9696357,718,887,0.019337017000000,0.377071823000000,0.603591160000000,0.021276596000000,0.254199328000000,0.724524076000000
rs4308687,733,895,0.198917456000000,0.511502030000000,0.289580514000000,0.150943396000000,0.438401776000000,0.410654828000000
rs4780054,772,916,0.101542416000000,0.497429306000000,0.401028278000000,0.187635575000000,0.454446855000000,0.357917570000000
rs10069397,754,890,0.238157895000000,0.585526316000000,0.176315789000000,0.236607143000000,0.482142857000000,0.281250000000000
rs11250168,765,879,0.023346304000000,0.269779507000000,0.706874189000000,0.074576271000000,0.284745763000000,0.640677966000000
rs11073328,717,893,0.023513140000000,0.289073306000000,0.687413555000000,0.015572859000000,0.186874305000000,0.797552836000000
rs7988257,718,904,0.020718232000000,0.135359116000000,0.843922652000000,0.027472527000000,0.228571429000000,0.743956044000000
rs6532059,724,901,0.006849315000000,0.242465753000000,0.750684932000000,0.014332966000000,0.145534730000000,0.840132304000000
rs294636,720,902,0.763085399000000,0.195592287000000,0.041322314000000,0.656387665000000,0.308370044000000,0.035242291000000
rs2411759,779,882,0.143949045000000,0.542675159000000,0.313375796000000,0.237612613000000,0.466216216000000,0.296171171000000
rs1377638,714,908,0.027777778000000,0.162500000000000,0.809722222000000,0.019693654000000,0.266958425000000,0.713347921000000
rs7965602,787,864,0.678436318000000,0.307692308000000,0.013871375000000,0.695402299000000,0.250574713000000,0.054022989000000
rs6856902,755,882,0.019710907000000,0.432325887000000,0.547963206000000,0.065315315000000,0.398648649000000,0.536036036000000
rs6770257,741,907,0.834002677000000,0.137884873000000,0.028112450000000,0.742606791000000,0.235487404000000,0.021905805000000
rs1322048,800,914,0.155086849000000,0.424317618000000,0.420595533000000,0.081521739000000,0.466304348000000,0.452173913000000
rs2717536,711,893,0.011157601000000,0.220362622000000,0.768479777000000,0.007786429000000,0.131256952000000,0.860956618000000
rs792376,711,897,0.039051604000000,0.174337517000000,0.786610879000000,0.034330011000000,0.281284607000000,0.684385382000000
rs12629971,796,915,0.018703242000000,0.201995012000000,0.779301746000000,0.038002172000000,0.279044517000000,0.682953312000000
rs16922827,721,896,0.727647868000000,0.259972490000000,0.012379642000000,0.825942350000000,0.164079823000000,0.009977827000000
rs11663391,736,851,0.064690027000000,0.469002695000000,0.466307278000000,0.134189032000000,0.450408401000000,0.415402567000000
rs1810636,798,915,0.207711443000000,0.427860697000000,0.364427861000000,0.123778502000000,0.494028230000000,0.382193268000000
rs4705038,739,867,0.025503356000000,0.288590604000000,0.685906040000000,0.019473081000000,0.191294387000000,0.789232532000000
rs512577,772,900,0.177377892000000,0.421593830000000,0.401028278000000,0.099337748000000,0.469094923000000,0.431567329000000
rs4668356,726,872,0.935792350000000,0.057377049000000,0.006830601000000,0.869020501000000,0.124145786000000,0.006833713000000
rs1456669,801,909,0.022304833000000,0.278810409000000,0.698884758000000,0.015300546000000,0.187978142000000,0.796721311000000
rs7201268,729,890,0.006802721000000,0.055782313000000,0.937414966000000,0.004464286000000,0.121651786000000,0.873883929000000
rs4128764,730,894,0.657608696000000,0.288043478000000,0.054347826000000,0.544444444000000,0.382222222000000,0.073333333000000
rs7907713,712,899,0.037604457000000,0.247910864000000,0.714484680000000,0.061878453000000,0.329281768000000,0.608839779000000
rs7199196,731,894,0.932157395000000,0.055630936000000,0.012211669000000,0.873333333000000,0.120000000000000,0.006666667000000
rs4874147,711,851,0.087866109000000,0.436541144000000,0.475592748000000,0.080513419000000,0.326721120000000,0.592765461000000
rs12654739,772,910,0.933161954000000,0.062982005000000,0.003856041000000,0.872270742000000,0.117903930000000,0.009825328000000
rs936909,723,905,0.054869684000000,0.187928669000000,0.757201646000000,0.038419319000000,0.290889133000000,0.670691548000000
rs590218,727,902,0.829467940000000,0.147339700000000,0.023192360000000,0.740088106000000,0.242290749000000,0.017621145000000
rs2042831,711,747,0.008368201000000,0.136680614000000,0.854951185000000,0.009296149000000,0.228419655000000,0.762284197000000
rs903901,712,902,0.006963788000000,0.149025070000000,0.844011142000000,0.004405286000000,0.079295154000000,0.916299559000000
rs6770065,713,903,0.707927677000000,0.236439499000000,0.055632823000000,0.599559956000000,0.334433443000000,0.066006601000000
rs7504165,799,900,0.098136646000000,0.385093168000000,0.516770186000000,0.123620309000000,0.470198675000000,0.406181015000000
rs6519442,741,878,0.491298527000000,0.469879518000000,0.038821954000000,0.510180995000000,0.397058824000000,0.092760181000000
rs6811874,714,911,0.640277778000000,0.277777778000000,0.081944444000000,0.529989095000000,0.393675027000000,0.076335878000000
rs2073724,738,901,0.012096774000000,0.096774194000000,0.891129032000000,0.012127894000000,0.174200662000000,0.813671444000000
rs1894605,790,908,0.771356784000000,0.211055276000000,0.017587940000000,0.855579869000000,0.134573304000000,0.009846827000000
rs2042086,733,909,0.728010825000000,0.227334235000000,0.044654939000000,0.624043716000000,0.332240437000000,0.043715847000000
rs1579333,712,894,0.076601671000000,0.362116992000000,0.561281337000000,0.106666667000000,0.444444444000000,0.448888889000000
rs997675,799,915,0.188819876000000,0.444720497000000,0.366459627000000,0.112920738000000,0.494028230000000,0.393051031000000
rs9899404,800,914,0.203473945000000,0.539702233000000,0.256823821000000,0.173913043000000,0.469565217000000,0.356521739000000
rs6801173,801,916,0.026022305000000,0.228004957000000,0.745972739000000,0.045553145000000,0.302603037000000,0.651843818000000
rs12489747,740,868,0.005361930000000,0.143431635000000,0.851206434000000,0.008009153000000,0.074370709000000,0.917620137000000
rs6817112,787,900,0.025220681000000,0.365699874000000,0.609079445000000,0.068432671000000,0.320088300000000,0.611479029000000
rs337656,800,914,0.645161290000000,0.331265509000000,0.023573201000000,0.600000000000000,0.334782609000000,0.065217391000000
rs10514211,771,905,0.769626770000000,0.209781210000000,0.020592021000000,0.839736553000000,0.156970362000000,0.003293085000000
rs1550650,712,905,0.130919220000000,0.337047354000000,0.532033426000000,0.104281010000000,0.456641054000000,0.439077936000000
rs2188186,712,858,0.012534819000000,0.295264624000000,0.692200557000000,0.027777778000000,0.201388889000000,0.770833333000000
rs1340573,800,914,0.803970223000000,0.192307692000000,0.003722084000000,0.794565217000000,0.179347826000000,0.026086957000000
rs6128112,726,908,0.028688525000000,0.184426230000000,0.786885246000000,0.029540481000000,0.278993435000000,0.691466083000000
rs2247549,798,915,0.008706468000000,0.097014925000000,0.894278607000000,0.005428882000000,0.170466884000000,0.824104235000000
rs1442709,722,909,0.765109890000000,0.190934066000000,0.043956044000000,0.671038251000000,0.291803279000000,0.037158470000000
